price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
8200,2011,bmw,328i xdrive,excellent,6,gas,128000,clean,automatic,4wd,mid-size,sedan,blue,wi
8281,2014,chrysler,town country,good,6,gas,148121,clean,automatic,fwd,full-size,van,white,wi
8281,2014,chrysler,town country,good,6,gas,148121,clean,automatic,fwd,full-size,van,white,wi
8281,2014,chrysler,town country,good,6,gas,148121,clean,automatic,fwd,full-size,van,white,wi
8300,2010,volkswagen,gti,excellent,4,gas,123000,clean,manual,fwd,mid-size,hatchback,black,wi
8410,2007,ford,econoline cargo van,good,8,gas,143663,clean,automatic,rwd,full-size,van,white,wi
8410,2007,ford,econoline cargo van,good,8,gas,143663,clean,automatic,rwd,full-size,van,white,wi
8410,2007,ford,econoline cargo van,good,8,gas,143663,clean,automatic,rwd,full-size,van,white,wi
8488,2008,mercedes-benz,benz e350,excellent,6,gas,124000,clean,automatic,4wd,full-size,sedan,silver,wi
8495,2018,kia,soul +,excellent,4,gas,72318,clean,automatic,fwd,compact,SUV,red,wi
8495,2005,chevrolet,express 3500,excellent,8,gas,121401,clean,automatic,rwd,full-size,van,brown,wi
8495,2003,chevrolet,avalanche,good,8,gas,130191,clean,automatic,4wd,full-size,truck,brown,wi
8499,2013,honda,civic,good,4,gas,116343,clean,automatic,fwd,compact,coupe,black,wi
8500,2006,honda,ridgeline,good,6,gas,161000,clean,automatic,4wd,full-size,pickup,white,wi
8500,1997,ford,f-250,good,8,diesel,263000,clean,automatic,4wd,full-size,pickup,white,wi
8500,2011,honda,accord ex sedan 4d,excellent,4,gas,86666,clean,automatic,fwd,mid-size,sedan,silver,wi
8500,2007,lexus,es 350,excellent,6,gas,105890,clean,automatic,fwd,full-size,sedan,silver,wi
8500,2015,honda,fit ex,like new,4,gas,148517,rebuilt,automatic,fwd,compact,sedan,red,wi
8500,2006,toyota,highlander hybrid limited,good,6,hybrid,117000,clean,automatic,4wd,mid-size,SUV,brown,wi
8500,2012,toyota,yaris,excellent,4,gas,99743,clean,automatic,fwd,compact,coupe,black,wi
8500,2012,toyota,yaris,excellent,4,gas,99743,clean,automatic,fwd,compact,coupe,black,wi
8530,2011,chevrolet,equinox,excellent,4,gas,107927,clean,automatic,fwd,mid-size,SUV,black,wi
8530,2011,chevrolet,equinox,excellent,4,gas,107927,clean,automatic,fwd,mid-size,SUV,black,wi
8600,2012,volkswagen,tiguan se,like new,4,gas,79000,clean,automatic,fwd,mid-size,SUV,silver,wi
8643,2014,ford,fusion se,good,4,gas,144081,clean,automatic,fwd,full-size,sedan,custom,wi
8650,2008,toyota,rav4,like new,4,gas,127650,clean,automatic,4wd,mid-size,SUV,blue,wi
8700,2012,honda,odyssey ex-l,good,6,gas,170000,clean,automatic,fwd,full-size,mini-van,red,wi
8700,2010,gmc,acadia slt-2,like new,6,gas,126000,clean,automatic,4wd,full-size,SUV,red,wi
8724,2012,chevrolet,impala ltz,good,6,gas,72740,clean,automatic,fwd,full-size,sedan,black,wi
8750,2013,hyundai,sonata hybrid limited,excellent,4,gas,77592,clean,automatic,fwd,mid-size,sedan,silver,wi
8750,2012,audi,a4 s-line quattro,excellent,4,gas,156000,clean,automatic,4wd,mid-size,sedan,grey,wi
8795,2011,mercedes-benz,benz e 350 sport,good,6,gas,102101,clean,automatic,rwd,mid-size,sedan,grey,wi
8795,2008,toyota,4runner limited,good,6,gas,225849,clean,automatic,4wd,mid-size,SUV,black,wi
8800,2012,nissan,armada platinum 4wd,good,8,gas,196787,clean,automatic,4wd,full-size,SUV,grey,wi
8840,2007,ford,econoline cargo van,good,8,gas,134220,clean,automatic,rwd,full-size,van,white,wi
8840,2007,ford,econoline cargo van,good,8,gas,134220,clean,automatic,rwd,full-size,van,white,wi
8840,2007,ford,econoline cargo van,good,8,gas,134220,clean,automatic,rwd,full-size,van,white,wi
8887,2011,toyota,venza,good,4,gas,140875,clean,automatic,fwd,mid-size,SUV,grey,wi
8900,2014,fiat,500l trekking,excellent,4,gas,46500,clean,automatic,fwd,mid-size,hatchback,white,wi
8900,2016,hyundai,accent,like new,4,gas,17612,rebuilt,automatic,fwd,compact,sedan,red,wi
8900,2006,honda,pilot,like new,6,gas,113765,rebuilt,automatic,4wd,full-size,SUV,brown,wi
8900,2016,hyundai,elantra,like new,4,gas,33133,rebuilt,automatic,fwd,mid-size,sedan,blue,wi
8900,2013,hyundai,veloster,good,4,gas,113840,clean,automatic,fwd,mid-size,coupe,black,wi
8900,2002,ford,super duty f-350 drw,fair,8,diesel,135000,clean,automatic,4wd,full-size,pickup,black,wi
8900,2007,lexus,es 350,excellent,6,gas,111729,rebuilt,automatic,fwd,full-size,sedan,black,wi
8935,2008,buick,enclave,excellent,6,gas,135220,clean,automatic,4wd,full-size,SUV,yellow,wi
8975,2006,mercedes-benz,slk,excellent,6,gas,112432,clean,automatic,rwd,mid-size,convertible,black,wi
8990,2009,dodge,grand caravan,good,6,gas,54730,clean,automatic,fwd,full-size,van,silver,wi
8995,2015,ford,c-max hybrid,excellent,4,hybrid,97571,clean,automatic,fwd,mid-size,sedan,white,wi
8995,2007,chevrolet,suburban,good,8,gas,198606,clean,automatic,4wd,full-size,SUV,white,wi
8995,2002,honda,insight hybrid,good,3,hybrid,46096,clean,automatic,fwd,sub-compact,hatchback,silver,wi
8995,2013,toyota,corolla le,excellent,4,gas,108592,clean,automatic,fwd,compact,sedan,red,wi
8995,2013,chevrolet,malibu,excellent,4,gas,100465,clean,automatic,fwd,full-size,sedan,red,wi
8995,2007,ford,f-150,good,8,gas,119240,clean,other,4wd,full-size,truck,red,wi
8995,2014,jeep,compass latitude,excellent,4,gas,120659,clean,automatic,4wd,full-size,SUV,grey,wi
8995,2014,ford,escape,excellent,4,gas,140000,clean,automatic,fwd,mid-size,sedan,grey,wi
8995,2019,ford,fiesta se,like new,4,gas,39900,clean,automatic,fwd,compact,sedan,grey,wi
8995,2013,hyundai,elantra,excellent,4,gas,59582,clean,automatic,fwd,mid-size,sedan,grey,wi
8995,2012,volkswagen,tiguan,excellent,4,gas,96771,clean,automatic,4wd,mid-size,SUV,blue,wi
8995,2019,subaru,crosstrek premium,good,4,gas,24036,salvage,automatic,4wd,mid-size,SUV,blue,wi
8995,2013,hyundai,elantra,excellent,4,gas,107104,clean,automatic,fwd,mid-size,sedan,black,wi
8995,2014,ford,focus,excellent,4,gas,68261,clean,automatic,fwd,compact,sedan,black,wi
8995,1999,chevrolet,tahoe,excellent,8,gas,149356,clean,automatic,4wd,full-size,SUV,black,wi
8995,1999,chevrolet,tahoe,excellent,8,gas,149356,clean,automatic,4wd,full-size,SUV,black,wi
9000,2016,kia,forte,like new,4,gas,18800,rebuilt,automatic,fwd,compact,sedan,white,wi
9000,2009,ford,f-250 super duty,good,8,gas,141445,clean,automatic,4wd,full-size,pickup,red,wi
9000,2009,ford,f-250 super duty,good,8,gas,141445,clean,automatic,4wd,full-size,pickup,red,wi
9000,2008,chevrolet,avalanche,good,6,gas,146800,clean,automatic,4wd,full-size,pickup,blue,wi
9000,2014,chrysler,300,like new,6,gas,160150,lien,automatic,rwd,full-size,sedan,black,wi
9195,2008,acura,mdx,good,6,gas,128907,clean,automatic,4wd,full-size,SUV,black,wi
9195,2008,acura,mdx,good,6,gas,128907,clean,automatic,4wd,full-size,SUV,black,wi
9250,2012,chevrolet,malibu,excellent,4,gas,28350,clean,automatic,rwd,full-size,sedan,grey,wi
9251,2012,nissan,rogue sl awd,good,4,gas,112626,clean,automatic,4wd,mid-size,SUV,grey,wi
9446,2010,chevrolet,traverse lt,good,6,gas,101114,clean,automatic,fwd,full-size,SUV,grey,wi
9495,2012,chevrolet,traverse lt,good,6,gas,100500,clean,automatic,4wd,full-size,SUV,white,wi
9495,2011,toyota,camry,excellent,4,gas,93340,clean,automatic,fwd,full-size,sedan,blue,wi
9495,2012,subaru,forester 2.5x premium,excellent,4,gas,118127,clean,automatic,4wd,mid-size,SUV,blue,wi
9500,1996,ford,f-250,good,8,diesel,290000,clean,automatic,4wd,full-size,truck,white,wi
9500,2012,chevrolet,equinox ltz,excellent,4,gas,112000,clean,automatic,fwd,mid-size,SUV,white,wi
9500,2012,hyundai,tucson,good,4,gas,117000,clean,automatic,fwd,mid-size,SUV,silver,wi
9500,2012,ford,taurus limited,excellent,6,gas,80700,clean,automatic,fwd,full-size,sedan,red,wi
9500,2012,ford,taurus limited,excellent,6,gas,80700,clean,automatic,fwd,full-size,sedan,red,wi
9500,2012,nissan,xterra pro-4x,excellent,6,gas,135000,clean,automatic,4wd,mid-size,SUV,grey,wi
9500,2011,ford,expedition xlt,excellent,8,gas,165000,clean,automatic,4wd,full-size,SUV,blue,wi
9500,2010,dodge,challenger se,good,6,gas,62698,clean,automatic,rwd,mid-size,coupe,blue,wi
9500,2016,mitsubishi,outlander sport,like new,4,gas,96000,clean,automatic,fwd,mid-size,hatchback,black,wi
9600,2016,subaru,impreza,excellent,4,gas,44000,rebuilt,automatic,4wd,mid-size,sedan,blue,wi
9659,2016,kia,optima lx,good,4,gas,99041,clean,automatic,fwd,mid-size,sedan,blue,wi
9659,2016,kia,optima lx,good,4,gas,99041,clean,automatic,fwd,mid-size,sedan,blue,wi
9670,2012,chevrolet,equinox lt 2lt awd,good,4,gas,108381,clean,automatic,4wd,mid-size,SUV,green,wi
9700,2016,dodge,grand caravan,excellent,6,gas,136000,clean,automatic,fwd,full-size,mini-van,grey,wi
9700,2013,audi,a4 quattro,excellent,4,gas,95000,clean,automatic,4wd,full-size,sedan,black,wi
9799,2011,honda,cr-v,excellent,4,gas,74110,clean,automatic,4wd,mid-size,SUV,brown,wi
9800,2011,ford,e350 super duty,excellent,8,gas,166000,clean,automatic,rwd,full-size,van,white,wi
9800,2014,honda,accord exl,good,4,gas,124625,clean,automatic,fwd,mid-size,sedan,red,wi
9800,2006,ford,f-350,good,8,diesel,189234,clean,automatic,4wd,full-size,pickup,red,wi
9800,2004,nissan,maxima sl,like new,6,gas,28000,clean,automatic,fwd,mid-size,sedan,brown,wi
9800,2010,bmw,128i convertible,excellent,6,gas,87155,rebuilt,automatic,rwd,mid-size,convertible,blue,wi
9850,2013,toyota,prius,excellent,4,gas,83175,clean,automatic,fwd,compact,hatchback,red,wi
9863,2013,chevrolet,equinox lt,good,4,gas,90919,clean,automatic,fwd,mid-size,SUV,red,wi
9900,2011,chevrolet,traverse,good,6,gas,135847,clean,automatic,4wd,full-size,SUV,red,wi
9900,2009,honda,cr-v ex-l 4wd,good,4,gas,137909,clean,automatic,4wd,mid-size,SUV,red,wi
9900,2016,chevrolet,cruze lt limited,good,4,gas,38894,clean,automatic,fwd,mid-size,sedan,red,wi
9900,2008,toyota,highlander,excellent,6,gas,152200,clean,automatic,4wd,mid-size,SUV,blue,wi
9950,2012,ram,1500 big horn,good,8,gas,249414,clean,automatic,4wd,full-size,truck,green,wi
9974,2012,ford,econoline cargo van,good,8,gas,161062,clean,automatic,rwd,mid-size,van,white,wi
9974,2012,ford,econoline cargo van,good,8,gas,161041,clean,automatic,rwd,mid-size,van,white,wi
9974,2012,ford,econoline cargo van,good,8,gas,161062,clean,automatic,rwd,mid-size,van,white,wi
9975,2016,ford,escape,excellent,4,gas,114114,clean,automatic,4wd,full-size,SUV,blue,wi
9975,2016,ford,escape,excellent,4,gas,114114,clean,automatic,4wd,full-size,SUV,blue,wi
9980,2016,ford,fiesta s,excellent,4,gas,41457,clean,automatic,fwd,compact,hatchback,white,wi
9980,2016,ford,fiesta s,excellent,4,gas,41457,clean,automatic,fwd,compact,hatchback,white,wi
9980,2016,ford,fiesta s,excellent,4,gas,41457,clean,automatic,fwd,compact,hatchback,white,wi
9990,2010,dodge,dakota,good,6,gas,120971,clean,automatic,4wd,full-size,truck,white,wi
9990,2007,toyota,tacoma,excellent,6,gas,225000,clean,automatic,4wd,full-size,truck,red,wi
9990,2007,toyota,tacoma,excellent,6,gas,225000,clean,automatic,4wd,full-size,truck,red,wi
9995,2014,chevrolet,cruze,excellent,4,gas,61391,clean,automatic,fwd,compact,sedan,silver,wi
9995,2015,mitsubishi,lancer,excellent,4,gas,45425,clean,automatic,fwd,compact,sedan,silver,wi
9995,2011,chevrolet,silverado 1500,good,8,gas,210865,clean,automatic,4wd,full-size,truck,silver,wi
9995,2012,subaru,impreza sedan,excellent,4,gas,91492,clean,automatic,4wd,compact,sedan,red,wi
9995,2012,ford,fusion,excellent,4,gas,73839,clean,automatic,fwd,full-size,sedan,red,wi
9995,2011,toyota,camry,excellent,4,gas,115724,clean,automatic,fwd,mid-size,sedan,grey,wi
9995,2012,honda,civic,excellent,4,gas,92113,clean,automatic,fwd,mid-size,sedan,grey,wi
9995,2014,nissan,murano,good,6,gas,116139,clean,automatic,4wd,full-size,SUV,grey,wi
9995,2006,ram,2500 cummins,excellent,6,diesel,192000,clean,automatic,4wd,full-size,pickup,custom,wi
9995,2011,ford,escape,excellent,4,hybrid,60306,clean,automatic,4wd,mid-size,SUV,blue,wi
9995,2011,honda,odyssey,excellent,6,gas,149292,clean,automatic,fwd,full-size,mini-van,blue,wi
9995,2014,dodge,dart,excellent,4,gas,45042,clean,automatic,fwd,mid-size,sedan,blue,wi
9995,2015,ford,c-max hybrid,excellent,4,hybrid,81998,clean,automatic,fwd,mid-size,sedan,black,wi
9995,2011,acura,rl,excellent,6,gas,152000,clean,automatic,4wd,full-size,sedan,black,wi
9995,1994,cadillac,deville,like new,8,gas,61450,clean,automatic,fwd,full-size,sedan,black,wi
9995,1994,cadillac,deville,like new,8,gas,61450,clean,automatic,fwd,full-size,sedan,black,wi
9995,2012,honda,accord se,good,4,gas,103134,clean,automatic,fwd,full-size,sedan,black,wi
9995,2011,buick,lacrosse cxl,excellent,6,gas,62000,clean,automatic,fwd,full-size,sedan,black,wi
9999,2012,ford,escape xlt 4x4,excellent,4,gas,63000,clean,automatic,4wd,compact,SUV,blue,wi
9999,2007,chevrolet,silverado 1500,good,8,gas,182000,clean,automatic,4wd,full-size,truck,black,wi
10000,2011,ford,edge limited,excellent,6,gas,160000,clean,automatic,4wd,mid-size,SUV,white,wi
10000,2013,chevrolet,equniox lt,good,4,gas,90919,clean,automatic,fwd,mid-size,SUV,red,wi
10000,2009,ford,f350,good,10,gas,200000,clean,automatic,4wd,full-size,pickup,grey,wi
10000,2015,chevrolet,malibu ls,excellent,4,gas,87500,lien,automatic,fwd,full-size,sedan,blue,wi
10000,2002,chevrolet,tahoe,excellent,5,gas,216000,clean,automatic,4wd,full-size,SUV,blue,wi
10000,2012,ford,explorer,excellent,6,gas,119950,rebuilt,automatic,4wd,full-size,SUV,blue,wi
10250,2013,honda,fit sport hatchback,excellent,4,gas,69000,clean,automatic,fwd,sub-compact,hatchback,white,wi
10295,2013,ford,escape sel,like new,4,gas,112282,clean,automatic,fwd,mid-size,SUV,white,wi
10395,2013,ford,fusion titanium,excellent,4,gas,105844,clean,automatic,4wd,full-size,sedan,white,wi
10400,2011,toyota,rav4 v6 4wd,good,6,gas,137837,clean,automatic,4wd,mid-size,SUV,brown,wi
10427,2015,hyundai,elantra limited,good,4,gas,55909,clean,automatic,fwd,mid-size,sedan,red,wi
10500,2011,ford,expedition limited,excellent,8,gas,148000,clean,automatic,4wd,full-size,SUV,white,wi
10500,2002,ford,f350 xlt diesel 4x4,good,8,diesel,126462,clean,automatic,4wd,full-size,truck,white,wi
10500,2004,ford,f150,good,8,gas,219000,clean,automatic,4wd,full-size,truck,white,wi
10500,2012,nissan,murano sl,excellent,6,gas,86100,clean,manual,4wd,mid-size,SUV,silver,wi
10500,2007,ford,f-150 fx4,good,8,gas,152593,clean,automatic,4wd,full-size,truck,red,wi
10500,2014,mazda,cx-5,excellent,4,gas,139000,clean,automatic,4wd,sub-compact,SUV,red,wi
10500,2013,hyundai,tucson,excellent,4,gas,90000,clean,automatic,4wd,mid-size,SUV,black,wi
10515,2012,chevrolet,equinox ls,good,4,gas,51193,clean,automatic,fwd,mid-size,SUV,brown,wi
10595,2009,toyota,matrix s,like new,4,gas,32300,clean,automatic,fwd,compact,sedan,silver,wi
10595,2018,ford,transit connect xlt,excellent,4,gas,106700,clean,automatic,fwd,full-size,mini-van,red,wi
10633,2015,ford,edge se,good,4,gas,142776,clean,automatic,fwd,mid-size,SUV,grey,wi
10684,2017,kia,forte,excellent,4,gas,75964,clean,automatic,fwd,mid-size,sedan,red,wi
10750,2013,chrysler,town & country,like new,6,gas,80138,clean,automatic,fwd,full-size,mini-van,red,wi
10800,2015,ford,transit wagon low roof xlt,excellent,8,gas,162000,clean,automatic,rwd,full-size,van,silver,wi
10900,2013,bmw,3-series,good,5,gas,156348,clean,manual,4wd,mid-size,coupe,silver,wi
10900,2000,bmw,m roadster,good,6,gas,121187,clean,manual,rwd,mid-size,convertible,blue,wi
10900,2008,jeep,wrangler,good,6,gas,232087,clean,automatic,4wd,full-size,SUV,black,wi
10900,2015,audi,a3,excellent,4,gas,150000,clean,automatic,4wd,compact,sedan,black,wi
10950,2009,chevrolet,express cargo van,good,8,gas,196611,clean,automatic,4wd,mid-size,van,white,wi
10950,2008,toyota,highlander,excellent,6,gas,124000,clean,automatic,4wd,mid-size,SUV,grey,wi
10985,2010,toyota,prius,excellent,4,hybrid,62622,clean,automatic,fwd,mid-size,sedan,black,wi
10990,2016,dodge,dart,excellent,4,gas,95749,clean,automatic,fwd,mid-size,sedan,red,wi
10995,2016,nissan,altima,excellent,4,gas,107986,clean,automatic,fwd,mid-size,sedan,white,wi
10995,2012,buick,lacrosse premium,like new,6,gas,107600,clean,automatic,4wd,full-size,SUV,white,wi
10995,2010,honda,crosstour,excellent,6,gas,149559,clean,automatic,4wd,full-size,SUV,white,wi
10995,2011,chevrolet,silverado 1500,good,8,gas,208016,clean,automatic,4wd,full-size,truck,white,wi
10995,2013,chrysler,town & country,like new,6,gas,87131,clean,automatic,fwd,full-size,mini-van,silver,wi
10995,2015,chrysler,town country,good,6,gas,71359,rebuilt,automatic,fwd,full-size,mini-van,silver,wi
10995,2009,chevrolet,silverado 1500,good,8,gas,194812,clean,automatic,4wd,full-size,truck,silver,wi
10995,2014,hyundai,sonata hybrid,excellent,4,hybrid,93535,clean,automatic,fwd,mid-size,sedan,grey,wi
10995,2010,lexus,is 250,excellent,6,gas,119218,clean,automatic,4wd,sub-compact,sedan,grey,wi
10995,2011,toyota,highlander,good,6,gas,134342,clean,automatic,4wd,full-size,SUV,grey,wi
10995,2013,honda,accord crosstour ex-l awd,good,6,gas,143172,clean,automatic,4wd,full-size,SUV,grey,wi
10995,2007,chevrolet,silverado 1500,good,8,gas,192738,clean,automatic,4wd,full-size,truck,brown,wi
10995,2014,hyundai,sonata hybrid,excellent,4,hybrid,87135,clean,automatic,fwd,mid-size,sedan,blue,wi
10995,2009,lexus,is 250,excellent,6,gas,102000,clean,automatic,4wd,sub-compact,sedan,black,wi
10995,2012,ford,edge sel,good,6,gas,130439,clean,automatic,4wd,mid-size,SUV,black,wi
10999,2013,bmw,528i,excellent,4,gas,118740,clean,automatic,4wd,mid-size,sedan,black,wi
11000,2013,nissan,altima,good,6,gas,101500,clean,automatic,fwd,full-size,sedan,blue,wi
11111,2019,ford,fiesta se hatchback,like new,4,gas,32253,clean,automatic,fwd,compact,hatchback,silver,wi
11207,2012,honda,odyssey touring,good,6,gas,134235,clean,automatic,fwd,full-size,mini-van,grey,wi
11281,2008,bmw,3 series,good,6,gas,104080,clean,automatic,rwd,mid-size,convertible,black,wi
11281,2008,bmw,3 series,good,6,gas,104080,clean,automatic,rwd,mid-size,convertible,black,wi
11281,2008,bmw,3 series,good,6,gas,104080,clean,automatic,rwd,mid-size,convertible,black,wi
11298,2015,chevrolet,malibu 2lt,good,4,gas,90586,clean,automatic,fwd,mid-size,sedan,black,wi
11400,2010,toyota,tacoma,good,6,gas,171000,salvage,automatic,4wd,full-size,pickup,green,wi
11450,2016,toyota,corolla,like new,4,gas,82222,clean,automatic,fwd,compact,sedan,blue,wi
11488,2010,dodge,grand caravan,good,6,gas,39333,clean,automatic,fwd,full-size,van,silver,wi
11495,2005,toyota,4runner,good,8,gas,101088,clean,automatic,4wd,full-size,SUV,white,wi
11495,2013,chrysler,town & country,excellent,6,gas,90697,clean,automatic,fwd,full-size,mini-van,red,wi
11495,2013,chrysler,town & country,excellent,6,gas,90697,clean,automatic,fwd,mid-size,mini-van,red,wi
11500,2014,toyota,prius v,like new,4,hybrid,98732,clean,automatic,fwd,mid-size,hatchback,silver,wi
11500,2014,ford,escape,like new,4,gas,62000,clean,automatic,fwd,mid-size,SUV,grey,wi
11500,2015,ford,fusion se,good,4,gas,48398,clean,automatic,fwd,full-size,sedan,grey,wi
11500,2013,ford,edge sel awd,excellent,6,gas,105000,clean,automatic,4wd,mid-size,SUV,brown,wi
11500,2013,ford,edge sel awd,excellent,6,gas,105000,clean,automatic,4wd,mid-size,SUV,brown,wi
11500,2017,jeep,compass sport,excellent,4,gas,63000,clean,automatic,fwd,full-size,SUV,black,wi
11750,2003,chevrolet,silverado 2500hd duramax,good,8,diesel,250000,clean,automatic,4wd,full-size,pickup,green,wi
11800,2016,chevrolet,impala,excellent,4,gas,67800,clean,automatic,fwd,mid-size,sedan,white,wi
11900,2011,chevrolet,traverse,excellent,6,gas,64100,clean,automatic,4wd,full-size,SUV,silver,wi
11900,2010,hyundai,genesis coupe,good,4,gas,67083,clean,automatic,rwd,mid-size,coupe,red,wi
11900,2007,chevrolet,silverado 1500,good,8,gas,143186,clean,automatic,4wd,full-size,truck,red,wi
11900,2015,ford,escape,good,4,gas,107557,clean,automatic,4wd,full-size,SUV,grey,wi
11900,2016,mazda,3,excellent,4,gas,48700,lien,automatic,fwd,compact,coupe,grey,wi
11900,2010,ford,explorer xlt,excellent,4,gas,49000,clean,automatic,4wd,full-size,SUV,brown,wi
11940,2011,ford,econoline cargo van,good,8,gas,124256,clean,automatic,rwd,mid-size,van,white,wi
11950,2010,gmc,sierra sle 1500 4x4,like new,8,gas,143000,clean,automatic,4wd,full-size,pickup,grey,wi
11950,2010,gmc,sierra sle 1500 4x4,like new,8,gas,143000,clean,automatic,4wd,full-size,pickup,grey,wi
11950,2010,gmc,sierra sle 1500 4x4,like new,8,gas,143000,clean,automatic,4wd,full-size,pickup,grey,wi
11950,2007,chevrolet,avalanche 1500,good,8,gas,135111,clean,automatic,4wd,full-size,truck,black,wi
11970,2014,ford,econoline cargo van,good,8,gas,168569,clean,automatic,rwd,mid-size,van,white,wi
11970,2014,ford,econoline cargo van,good,8,gas,168569,clean,automatic,rwd,mid-size,van,white,wi
11970,2014,ford,econoline cargo van,good,8,gas,168569,clean,automatic,rwd,mid-size,van,white,wi
11988,2010,dodge,grand caravan,good,6,gas,35673,clean,automatic,fwd,full-size,van,custom,wi
11995,2017,toyota,corolla,like new,4,gas,72501,clean,automatic,fwd,mid-size,sedan,white,wi
11995,2016,nissan,altima,excellent,4,gas,99405,clean,automatic,fwd,mid-size,sedan,silver,wi
11995,2011,cadillac,dts luxury,like new,8,gas,82042,clean,automatic,fwd,full-size,sedan,silver,wi
11995,2011,cadillac,dts luxury,like new,8,gas,82042,clean,automatic,fwd,full-size,sedan,silver,wi
11995,2012,toyota,camry xle,good,4,gas,73550,clean,automatic,fwd,full-size,sedan,grey,wi
11995,2012,toyota,camry xle,good,4,gas,73550,clean,automatic,fwd,mid-size,sedan,grey,wi
11995,2011,toyota,avalon,excellent,6,gas,127022,clean,automatic,fwd,full-size,sedan,custom,wi
11995,2015,chevrolet,malibu,excellent,4,gas,69411,clean,automatic,fwd,mid-size,sedan,blue,wi
11995,2015,chevrolet,equinox,like new,4,gas,50100,clean,automatic,fwd,full-size,SUV,blue,wi
11995,2009,chevrolet,silverado 1500,good,8,gas,170684,clean,automatic,4wd,full-size,truck,blue,wi
11995,2012,gmc,terrain sle,excellent,4,gas,80484,clean,automatic,fwd,mid-size,SUV,black,wi
12000,2015,honda,accord lx,excellent,4,gas,101000,clean,automatic,fwd,full-size,sedan,silver,wi
12000,2012,chevrolet,traverse lt,excellent,6,gas,64000,clean,automatic,fwd,mid-size,SUV,red,wi
12000,2013,ford,mustang convertible,excellent,6,gas,64000,clean,automatic,rwd,compact,convertible,grey,wi
12000,2010,mercedes-benz,benz gl450,excellent,8,gas,133000,clean,automatic,4wd,full-size,SUV,grey,wi
12000,2015,buick,lacrosse,excellent,6,gas,86000,clean,automatic,fwd,full-size,sedan,black,wi
12440,2012,honda,cr-v ex awd,good,4,gas,104187,clean,automatic,4wd,mid-size,SUV,silver,wi
12450,2011,chevrolet,silverado 1500,good,8,gas,150959,clean,automatic,4wd,full-size,truck,blue,wi
12473,2015,chevrolet,impala lt,good,4,gas,81143,clean,automatic,fwd,full-size,sedan,blue,wi
12473,2015,chevrolet,impala lt,good,4,gas,81143,clean,automatic,fwd,full-size,sedan,blue,wi
12495,2007,chevrolet,silverado 1500,excellent,8,gas,194000,clean,automatic,4wd,full-size,pickup,white,wi
12500,2014,ford,fusion titanium awd,excellent,4,gas,38600,clean,automatic,4wd,full-size,sedan,silver,wi
12500,2014,ford,fusion titanium awd,excellent,4,gas,38600,clean,automatic,4wd,full-size,sedan,silver,wi
12500,2017,volkswagen,jetta 1.4t s,excellent,4,gas,22853,clean,automatic,fwd,mid-size,sedan,grey,wi
12500,2011,ford,f150 supercrew cab,good,6,gas,175000,clean,automatic,4wd,full-size,truck,black,wi
12541,2012,lincoln,mkx,good,6,gas,111268,clean,automatic,4wd,mid-size,SUV,grey,wi
12700,2014,toyota,prius,excellent,4,hybrid,62639,clean,automatic,fwd,compact,hatchback,black,wi
12700,2014,toyota,prius,excellent,4,hybrid,62639,clean,automatic,fwd,compact,hatchback,black,wi
12700,2014,toyota,prius,excellent,4,hybrid,62639,clean,automatic,fwd,compact,hatchback,black,wi
12757,2012,ford,econoline cargo van,good,8,gas,111955,clean,automatic,rwd,mid-size,van,white,wi
12800,2006,chevrolet,silverado 2500,excellent,8,diesel,280000,clean,automatic,fwd,full-size,pickup,silver,wi
12831,2015,ram,promaster city cargo van,good,4,gas,88077,clean,automatic,fwd,full-size,van,white,wi
12831,2015,ram,promaster city cargo van,good,4,gas,88077,clean,automatic,fwd,full-size,van,white,wi
12831,2015,ram,promaster city cargo van,good,4,gas,88077,clean,automatic,fwd,full-size,van,white,wi
12890,2008,ford,f-350,good,8,gas,117866,clean,automatic,rwd,full-size,truck,white,wi
12890,2008,ford,f-350,good,8,gas,117866,clean,automatic,rwd,full-size,truck,white,wi
12900,2015,ford,escape se sport,excellent,4,gas,63000,clean,automatic,fwd,mid-size,SUV,white,wi
12900,2004,ram,2500,good,6,gas,219381,clean,automatic,4wd,full-size,truck,grey,wi
12900,2008,gmc,yukon xl denali,good,8,gas,93037,rebuilt,automatic,4wd,full-size,SUV,grey,wi
12900,2011,honda,odyssey,excellent,6,gas,86590,clean,automatic,fwd,mid-size,mini-van,brown,wi
12904,2017,ford,escape,excellent,4,gas,104603,clean,automatic,fwd,mid-size,SUV,yellow,wi
12995,2017,chevrolet,equinox lt awd,good,4,gas,103140,clean,automatic,4wd,mid-size,SUV,white,wi
12995,2012,lincoln,mkx,excellent,6,gas,106457,clean,automatic,4wd,mid-size,sedan,silver,wi
12995,2007,lexus,gx 470,excellent,8,gas,157671,clean,automatic,4wd,full-size,SUV,silver,wi
12995,2013,gmc,acadia,good,6,gas,119794,clean,automatic,4wd,full-size,SUV,silver,wi
12995,2011,gmc,sierra 1500,good,8,gas,173392,clean,automatic,4wd,full-size,truck,silver,wi
12995,2012,ram,1500,good,8,gas,181485,clean,automatic,4wd,full-size,truck,red,wi
12995,2015,hyundai,sonata hybrid,excellent,4,hybrid,68676,clean,automatic,fwd,mid-size,sedan,grey,wi
